title,listed_in,description,content
The Delivery Boy,"International Movies, Thrillers",A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.,"Title: The Delivery Boy | Genre: International Movies, Thrillers | Description: A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience."
Wedy Atkalam,"Comedies, Dramas, International Movies","A socially conscious film director struggles with his career as he faces numerous obstacles, including his social media-friendly significant other.","Title: Wedy Atkalam | Genre: Comedies, Dramas, International Movies | Description: A socially conscious film director struggles with his career as he faces numerous obstacles, including his social media-friendly significant other."
Fire in the Blood,"Documentaries, International Movies",Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable.,"Title: Fire in the Blood | Genre: Documentaries, International Movies | Description: Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable."
The Wrong Missy,"Comedies, Romantic Movies","Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.","Title: The Wrong Missy | Genre: Comedies, Romantic Movies | Description: Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date."
Ali & Alia,"Dramas, International Movies, Romantic Movies",Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.,"Title: Ali & Alia | Genre: Dramas, International Movies, Romantic Movies | Description: Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world."
True: Terrific Tales,Kids' TV,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.","Title: True: Terrific Tales | Genre: Kids' TV | Description: Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales."
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Comedies,"It's an interactive Kimmy special! Kimmy's getting married, but first she has to foil the Reverend's evil plot. It's your move: What should she do next?","Title: Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend | Genre: Comedies | Description: It's an interactive Kimmy special! Kimmy's getting married, but first she has to foil the Reverend's evil plot. It's your move: What should she do next?"
Action Replayy,"Children & Family Movies, Comedies, International Movies","Sick of his parents’ constant squabbling, a young man travels back in time to the onset of their romance, with plans to set them up for marital bliss.","Title: Action Replayy | Genre: Children & Family Movies, Comedies, International Movies | Description: Sick of his parents’ constant squabbling, a young man travels back in time to the onset of their romance, with plans to set them up for marital bliss."
Andaz Apna Apna,"Action & Adventure, Comedies, Cult Movies","Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage.","Title: Andaz Apna Apna | Genre: Action & Adventure, Comedies, Cult Movies | Description: Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage."
Bordertown,"Crime TV Shows, International TV Shows, TV Dramas",A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.,"Title: Bordertown | Genre: Crime TV Shows, International TV Shows, TV Dramas | Description: A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases."
Have a Good Trip: Adventures in Psychedelics,Documentaries,"Explore hallucinogenic highs and lows as celebrities share funny, mind-blowing tales via animations, reenactments and more in this documentary.","Title: Have a Good Trip: Adventures in Psychedelics | Genre: Documentaries | Description: Explore hallucinogenic highs and lows as celebrities share funny, mind-blowing tales via animations, reenactments and more in this documentary."
Trial By Media,"Crime TV Shows, Docuseries","In this true crime docuseries, some of the most dramatic trials of all time are examined with an emphasis on how the media may have impacted verdicts.","Title: Trial By Media | Genre: Crime TV Shows, Docuseries | Description: In this true crime docuseries, some of the most dramatic trials of all time are examined with an emphasis on how the media may have impacted verdicts."
John Henry,"Dramas, Thrillers",A reformed LA gang member upends his peaceful new life when he steps in to protect two young immigrants from his violent former leader.,"Title: John Henry | Genre: Dramas, Thrillers | Description: A reformed LA gang member upends his peaceful new life when he steps in to protect two young immigrants from his violent former leader."
18 Presents,"Dramas, Independent Movies, International Movies",A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.,"Title: 18 Presents | Genre: Dramas, Independent Movies, International Movies | Description: A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood."
Dead to Me,"TV Comedies, TV Dramas",A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,"Title: Dead to Me | Genre: TV Comedies, TV Dramas | Description: A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems."
Restaurants on the Edge,"International TV Shows, Reality TV",Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.,"Title: Restaurants on the Edge | Genre: International TV Shows, Reality TV | Description: Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views."
